"SUBDIVISION","YEAR","month","rainfall_in_mm"
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1925,"JAN",3
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1926,"JAN",12.7
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1927,"JAN",21
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1928,"JAN",25.5
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1929,"JAN",49.7
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1930,"JAN",17.6
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1931,"JAN",2.8
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1932,"JAN",3
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1933,"JAN",16.5
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1934,"JAN",10.5
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1935,"JAN",9.5
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1936,"JAN",3.7
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1937,"JAN",0
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1938,"JAN",0.8
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1939,"JAN",0
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1940,"JAN",0.1
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1941,"JAN",3.8
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1942,"JAN",6.6
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1943,"JAN",42
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1944,"JAN",37.1
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1945,"JAN",27.8
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1946,"JAN",0
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1947,"JAN",1.6
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1948,"JAN",0.5
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1949,"JAN",9.6
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1950,"JAN",0.3
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1951,"JAN",1
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1952,"JAN",1.3
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1953,"JAN",28.2
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1954,"JAN",15.7
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1955,"JAN",4.6
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1956,"JAN",14.8
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1957,"JAN",103
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1958,"JAN",8.1
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1959,"JAN",99.8
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1960,"JAN",0.1
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1961,"JAN",11.5
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1962,"JAN",33
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1963,"JAN",2.1
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1964,"JAN",0
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1965,"JAN",0.2
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1966,"JAN",29.5
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1967,"JAN",2.3
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1968,"JAN",26.3
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1969,"JAN",11.5
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1970,"JAN",18
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1971,"JAN",28.4
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1972,"JAN",9.4
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1973,"JAN",13.8
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1974,"JAN",19.1
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1975,"JAN",20.4
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1976,"JAN",8.8
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1977,"JAN",6.6
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1978,"JAN",14.7
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1979,"JAN",8.1
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1980,"JAN",11.6
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1981,"JAN",48.8
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1982,"JAN",0.2
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1983,"JAN",26.7
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1984,"JAN",29.3
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1985,"JAN",2.2
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1986,"JAN",1.3
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1987,"JAN",2.8
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1988,"JAN",6.8
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1989,"JAN",21
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1990,"JAN",3.8
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1991,"JAN",41.5
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1992,"JAN",10
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1993,"JAN",37.6
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1994,"JAN",49.6
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1995,"JAN",17.9
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1996,"JAN",30.9
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1997,"JAN",18.9
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1998,"JAN",13.6
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1999,"JAN",8.7
"SUB HIMALAYAN WEST BENGAL & SIKKIM",2000,"JAN",10.7
"SUB HIMALAYAN WEST BENGAL & SIKKIM",2001,"JAN",4
"SUB HIMALAYAN WEST BENGAL & SIKKIM",2002,"JAN",30.1
"SUB HIMALAYAN WEST BENGAL & SIKKIM",2003,"JAN",17
"SUB HIMALAYAN WEST BENGAL & SIKKIM",2004,"JAN",19.9
"SUB HIMALAYAN WEST BENGAL & SIKKIM",2005,"JAN",19.5
"SUB HIMALAYAN WEST BENGAL & SIKKIM",2006,"JAN",0.7
"SUB HIMALAYAN WEST BENGAL & SIKKIM",2007,"JAN",3.1
"SUB HIMALAYAN WEST BENGAL & SIKKIM",2008,"JAN",33.2
"SUB HIMALAYAN WEST BENGAL & SIKKIM",2009,"JAN",6
"SUB HIMALAYAN WEST BENGAL & SIKKIM",2010,"JAN",5.6
"SUB HIMALAYAN WEST BENGAL & SIKKIM",2011,"JAN",8.5
"SUB HIMALAYAN WEST BENGAL & SIKKIM",2012,"JAN",15.3
"SUB HIMALAYAN WEST BENGAL & SIKKIM",2013,"JAN",3
"SUB HIMALAYAN WEST BENGAL & SIKKIM",2014,"JAN",0.2
"SUB HIMALAYAN WEST BENGAL & SIKKIM",2015,"JAN",15.7
"GANGETIC WEST BENGAL",1901,"JAN",37.1
"GANGETIC WEST BENGAL",1902,"JAN",0
"GANGETIC WEST BENGAL",1903,"JAN",17.5
"GANGETIC WEST BENGAL",1904,"JAN",0.1
"GANGETIC WEST BENGAL",1905,"JAN",30.9
"GANGETIC WEST BENGAL",1906,"JAN",46.8
"GANGETIC WEST BENGAL",1907,"JAN",0.7
"GANGETIC WEST BENGAL",1908,"JAN",27
"GANGETIC WEST BENGAL",1909,"JAN",5.6
"GANGETIC WEST BENGAL",1910,"JAN",23
"GANGETIC WEST BENGAL",1911,"JAN",1.2
"GANGETIC WEST BENGAL",1912,"JAN",1.8
"GANGETIC WEST BENGAL",1913,"JAN",4.1
"GANGETIC WEST BENGAL",1914,"JAN",0
"GANGETIC WEST BENGAL",1915,"JAN",6.1
"GANGETIC WEST BENGAL",1916,"JAN",0.6
"GANGETIC WEST BENGAL",1917,"JAN",0.4
"GANGETIC WEST BENGAL",1918,"JAN",1.3
"GANGETIC WEST BENGAL",1919,"JAN",41.9
"GANGETIC WEST BENGAL",1920,"JAN",0.4
"GANGETIC WEST BENGAL",1921,"JAN",36.5
"GANGETIC WEST BENGAL",1922,"JAN",7.4
"GANGETIC WEST BENGAL",1923,"JAN",0.1
"GANGETIC WEST BENGAL",1924,"JAN",8.2
"GANGETIC WEST BENGAL",1925,"JAN",10.7
"GANGETIC WEST BENGAL",1926,"JAN",26.4
"GANGETIC WEST BENGAL",1927,"JAN",31.6
"GANGETIC WEST BENGAL",1928,"JAN",12.8
"GANGETIC WEST BENGAL",1929,"JAN",42.8
"GANGETIC WEST BENGAL",1930,"JAN",1.8
"GANGETIC WEST BENGAL",1931,"JAN",2.2
"GANGETIC WEST BENGAL",1932,"JAN",0
"GANGETIC WEST BENGAL",1933,"JAN",16.3
"GANGETIC WEST BENGAL",1934,"JAN",5.5
"GANGETIC WEST BENGAL",1935,"JAN",12.1
"GANGETIC WEST BENGAL",1936,"JAN",9.8
"GANGETIC WEST BENGAL",1937,"JAN",0
"GANGETIC WEST BENGAL",1938,"JAN",15.7
"GANGETIC WEST BENGAL",1939,"JAN",2.4
"GANGETIC WEST BENGAL",1940,"JAN",0.1
"GANGETIC WEST BENGAL",1941,"JAN",29.3
"GANGETIC WEST BENGAL",1942,"JAN",1.2
"GANGETIC WEST BENGAL",1943,"JAN",39.4
"GANGETIC WEST BENGAL",1944,"JAN",60
"GANGETIC WEST BENGAL",1945,"JAN",18
"GANGETIC WEST BENGAL",1946,"JAN",0
"GANGETIC WEST BENGAL",1947,"JAN",3.4
"GANGETIC WEST BENGAL",1948,"JAN",13.2
"GANGETIC WEST BENGAL",1949,"JAN",6.8
"GANGETIC WEST BENGAL",1950,"JAN",0
"GANGETIC WEST BENGAL",1951,"JAN",0
"GANGETIC WEST BENGAL",1952,"JAN",0.3
"GANGETIC WEST BENGAL",1953,"JAN",25.8
"GANGETIC WEST BENGAL",1954,"JAN",12.3
"GANGETIC WEST BENGAL",1955,"JAN",2.9
"GANGETIC WEST BENGAL",1956,"JAN",4.5
"GANGETIC WEST BENGAL",1957,"JAN",50.2
"GANGETIC WEST BENGAL",1958,"JAN",12.7
"GANGETIC WEST BENGAL",1959,"JAN",33.5
"GANGETIC WEST BENGAL",1960,"JAN",0.6
"GANGETIC WEST BENGAL",1961,"JAN",11.1
"GANGETIC WEST BENGAL",1962,"JAN",8.8
"GANGETIC WEST BENGAL",1963,"JAN",0.4
"GANGETIC WEST BENGAL",1964,"JAN",2.7
"GANGETIC WEST BENGAL",1965,"JAN",0.3
"GANGETIC WEST BENGAL",1966,"JAN",33.1
"GANGETIC WEST BENGAL",1967,"JAN",52.5
"GANGETIC WEST BENGAL",1968,"JAN",5.7
"GANGETIC WEST BENGAL",1969,"JAN",4.7
"GANGETIC WEST BENGAL",1970,"JAN",10.8
"GANGETIC WEST BENGAL",1971,"JAN",30.6
"GANGETIC WEST BENGAL",1972,"JAN",2.8
"GANGETIC WEST BENGAL",1973,"JAN",1.3
"GANGETIC WEST BENGAL",1974,"JAN",3.6
"GANGETIC WEST BENGAL",1975,"JAN",9.9
"GANGETIC WEST BENGAL",1976,"JAN",0
"GANGETIC WEST BENGAL",1977,"JAN",11.7
"GANGETIC WEST BENGAL",1978,"JAN",1.4
"GANGETIC WEST BENGAL",1979,"JAN",16
"GANGETIC WEST BENGAL",1980,"JAN",15.5
"GANGETIC WEST BENGAL",1981,"JAN",13.7
"GANGETIC WEST BENGAL",1982,"JAN",2.4
"GANGETIC WEST BENGAL",1983,"JAN",9.1
"GANGETIC WEST BENGAL",1984,"JAN",19.1
"GANGETIC WEST BENGAL",1985,"JAN",10.9
"GANGETIC WEST BENGAL",1986,"JAN",9.6
"GANGETIC WEST BENGAL",1987,"JAN",1.8
"GANGETIC WEST BENGAL",1988,"JAN",1.7
"GANGETIC WEST BENGAL",1989,"JAN",0.4
"GANGETIC WEST BENGAL",1990,"JAN",2.2
"GANGETIC WEST BENGAL",1991,"JAN",27.8
"GANGETIC WEST BENGAL",1992,"JAN",14
"GANGETIC WEST BENGAL",1993,"JAN",0.3
"GANGETIC WEST BENGAL",1994,"JAN",23.8
"GANGETIC WEST BENGAL",1995,"JAN",20.2
"GANGETIC WEST BENGAL",1996,"JAN",11
"GANGETIC WEST BENGAL",1997,"JAN",18.7
"GANGETIC WEST BENGAL",1998,"JAN",52.9
"GANGETIC WEST BENGAL",1999,"JAN",0.1
"GANGETIC WEST BENGAL",2000,"JAN",9.5
"GANGETIC WEST BENGAL",2001,"JAN",0.3
"GANGETIC WEST BENGAL",2002,"JAN",26.3
"GANGETIC WEST BENGAL",2003,"JAN",0.5
"GANGETIC WEST BENGAL",2004,"JAN",3.3
"GANGETIC WEST BENGAL",2005,"JAN",26.8
"GANGETIC WEST BENGAL",2006,"JAN",0.8
"GANGETIC WEST BENGAL",2007,"JAN",3.9
"GANGETIC WEST BENGAL",2008,"JAN",49.4
"GANGETIC WEST BENGAL",2009,"JAN",2.4
"GANGETIC WEST BENGAL",2010,"JAN",0.2
"GANGETIC WEST BENGAL",2011,"JAN",2.5
"GANGETIC WEST BENGAL",2012,"JAN",40.7
"GANGETIC WEST BENGAL",2013,"JAN",2.5
"GANGETIC WEST BENGAL",2014,"JAN",0.9
"GANGETIC WEST BENGAL",2015,"JAN",12.9
"ORISSA",1901,"JAN",39.5
"ORISSA",1902,"JAN",3.4
"ORISSA",1903,"JAN",19.7
"ORISSA",1904,"JAN",0.2
"ORISSA",1905,"JAN",24.3
"ORISSA",1906,"JAN",19.8
"ORISSA",1907,"JAN",0.1
"ORISSA",1908,"JAN",36.2
"ORISSA",1909,"JAN",5.7
"ORISSA",1910,"JAN",10.6
"ORISSA",1911,"JAN",0
"ORISSA",1912,"JAN",1
"ORISSA",1913,"JAN",1.2
"ORISSA",1914,"JAN",0
"ORISSA",1915,"JAN",15.4
"ORISSA",1916,"JAN",0
"ORISSA",1917,"JAN",0
"ORISSA",1918,"JAN",10.8
"ORISSA",1919,"JAN",59.8
"ORISSA",1920,"JAN",3.3
"ORISSA",1921,"JAN",48.7
"ORISSA",1922,"JAN",20
"ORISSA",1923,"JAN",0.2
"ORISSA",1924,"JAN",30.2
"ORISSA",1925,"JAN",2
"ORISSA",1926,"JAN",34.8
"ORISSA",1927,"JAN",3
"ORISSA",1928,"JAN",4.6
"ORISSA",1929,"JAN",18
"ORISSA",1930,"JAN",0.2
"ORISSA",1931,"JAN",7.4
"ORISSA",1932,"JAN",0.2
"ORISSA",1933,"JAN",17.8
"ORISSA",1934,"JAN",0.1
"ORISSA",1935,"JAN",1.1
"ORISSA",1936,"JAN",16.8
"ORISSA",1937,"JAN",0
"ORISSA",1938,"JAN",11
"ORISSA",1939,"JAN",8.1
"ORISSA",1940,"JAN",0
"ORISSA",1941,"JAN",28.3
"ORISSA",1942,"JAN",4.7
"ORISSA",1943,"JAN",63.9
"ORISSA",1944,"JAN",35.1
"ORISSA",1945,"JAN",20.3
"ORISSA",1946,"JAN",0
"ORISSA",1947,"JAN",21.8
"ORISSA",1948,"JAN",14
"ORISSA",1949,"JAN",0.9
"ORISSA",1950,"JAN",0
"ORISSA",1951,"JAN",2.2
"ORISSA",1952,"JAN",0.3
"ORISSA",1953,"JAN",39.9
"ORISSA",1954,"JAN",0.6
"ORISSA",1955,"JAN",0.1
"ORISSA",1956,"JAN",1.4
"ORISSA",1957,"JAN",12.3
"ORISSA",1958,"JAN",11.5
"ORISSA",1959,"JAN",28.5
"ORISSA",1960,"JAN",5.4
"ORISSA",1961,"JAN",15.9
"ORISSA",1962,"JAN",8.3
"ORISSA",1963,"JAN",0.2
"ORISSA",1964,"JAN",1.7
"ORISSA",1965,"JAN",10.6
"ORISSA",1966,"JAN",49.9
"ORISSA",1967,"JAN",70.9
"ORISSA",1968,"JAN",33.4
"ORISSA",1969,"JAN",0.7
"ORISSA",1970,"JAN",4.6
"ORISSA",1971,"JAN",16.1
"ORISSA",1972,"JAN",0
"ORISSA",1973,"JAN",1.7
"ORISSA",1974,"JAN",0
"ORISSA",1975,"JAN",1.8
"ORISSA",1976,"JAN",0
"ORISSA",1977,"JAN",4.9
"ORISSA",1978,"JAN",4
"ORISSA",1979,"JAN",6.7
"ORISSA",1980,"JAN",10.8
"ORISSA",1981,"JAN",25.8
"ORISSA",1982,"JAN",5.5
"ORISSA",1983,"JAN",1.9
"ORISSA",1984,"JAN",9.3
"ORISSA",1985,"JAN",24.2
"ORISSA",1986,"JAN",25.8
"ORISSA",1987,"JAN",10.6
"ORISSA",1988,"JAN",0.1
"ORISSA",1989,"JAN",0
"ORISSA",1990,"JAN",0.4
"ORISSA",1991,"JAN",20
"ORISSA",1992,"JAN",6.1
"ORISSA",1993,"JAN",0
"ORISSA",1994,"JAN",4.1
"ORISSA",1995,"JAN",50.1
"ORISSA",1996,"JAN",14.6
"ORISSA",1997,"JAN",17.9
"ORISSA",1998,"JAN",31.5
"ORISSA",1999,"JAN",0.1
"ORISSA",2000,"JAN",0.9
"ORISSA",2001,"JAN",0.4
"ORISSA",2002,"JAN",11.7
"ORISSA",2003,"JAN",0.1
"ORISSA",2004,"JAN",6.8
"ORISSA",2005,"JAN",29.4
"ORISSA",2006,"JAN",0.2
"ORISSA",2007,"JAN",0.7
"ORISSA",2008,"JAN",27.5
"ORISSA",2009,"JAN",1.9
"ORISSA",2010,"JAN",8.8
"ORISSA",2011,"JAN",3.7
"ORISSA",2012,"JAN",50.8
"ORISSA",2013,"JAN",3.3
"ORISSA",2014,"JAN",0
"ORISSA",2015,"JAN",15.1
"JHARKHAND",1901,"JAN",92.7
"JHARKHAND",1902,"JAN",4.2
"JHARKHAND",1903,"JAN",25.1
"JHARKHAND",1904,"JAN",2.5
"JHARKHAND",1905,"JAN",38.4
"JHARKHAND",1906,"JAN",45.8
"JHARKHAND",1907,"JAN",2
"JHARKHAND",1908,"JAN",12.2
"JHARKHAND",1909,"JAN",32.2
"JHARKHAND",1910,"JAN",20.7
"JHARKHAND",1911,"JAN",0.7
"JHARKHAND",1912,"JAN",1.7
"JHARKHAND",1913,"JAN",1.9
"JHARKHAND",1914,"JAN",0.1
"JHARKHAND",1915,"JAN",7.7
"JHARKHAND",1916,"JAN",0
"JHARKHAND",1917,"JAN",1.7
"JHARKHAND",1918,"JAN",4.2
"JHARKHAND",1919,"JAN",102.9
"JHARKHAND",1920,"JAN",0
"JHARKHAND",1921,"JAN",37.1
"JHARKHAND",1922,"JAN",8.2
"JHARKHAND",1923,"JAN",0.7
"JHARKHAND",1924,"JAN",23
"JHARKHAND",1925,"JAN",4.7
"JHARKHAND",1926,"JAN",33.5
"JHARKHAND",1927,"JAN",27.9
"JHARKHAND",1928,"JAN",51.4
"JHARKHAND",1929,"JAN",63.9
"JHARKHAND",1930,"JAN",0.9
"JHARKHAND",1931,"JAN",7
"JHARKHAND",1932,"JAN",0
"JHARKHAND",1933,"JAN",61.2
"JHARKHAND",1934,"JAN",24
"JHARKHAND",1935,"JAN",35.8
"JHARKHAND",1936,"JAN",15.9
"JHARKHAND",1937,"JAN",0
"JHARKHAND",1938,"JAN",29
"JHARKHAND",1939,"JAN",14.7
"JHARKHAND",1940,"JAN",0.2
"JHARKHAND",1941,"JAN",41.6
"JHARKHAND",1942,"JAN",8.8
"JHARKHAND",1943,"JAN",76.4
"JHARKHAND",1944,"JAN",34.5
"JHARKHAND",1945,"JAN",45.8
"JHARKHAND",1946,"JAN",0
"JHARKHAND",1947,"JAN",12.1
"JHARKHAND",1948,"JAN",26.7
"JHARKHAND",1949,"JAN",21.8
"JHARKHAND",1950,"JAN",1
"JHARKHAND",1951,"JAN",5.1
"JHARKHAND",1952,"JAN",3.9
"JHARKHAND",1953,"JAN",35.3
"JHARKHAND",1954,"JAN",12.4
"JHARKHAND",1955,"JAN",43.6
"JHARKHAND",1956,"JAN",13.9
"JHARKHAND",1957,"JAN",56.3
"JHARKHAND",1958,"JAN",11.5
"JHARKHAND",1959,"JAN",51.6
"JHARKHAND",1960,"JAN",6.6
"JHARKHAND",1961,"JAN",8.9
"JHARKHAND",1962,"JAN",8.2
"JHARKHAND",1963,"JAN",2.8
"JHARKHAND",1964,"JAN",2.2
"JHARKHAND",1965,"JAN",0.8
"JHARKHAND",1966,"JAN",24.7
"JHARKHAND",1967,"JAN",8.6
"JHARKHAND",1968,"JAN",34.4
"JHARKHAND",1969,"JAN",6.2
"JHARKHAND",1970,"JAN",24.3
"JHARKHAND",1971,"JAN",43.4
"JHARKHAND",1972,"JAN",8.6
"JHARKHAND",1973,"JAN",10.6
"JHARKHAND",1974,"JAN",2.6
"JHARKHAND",1975,"JAN",17.2
"JHARKHAND",1976,"JAN",0
"JHARKHAND",1977,"JAN",19.2
"JHARKHAND",1978,"JAN",10.5
"JHARKHAND",1979,"JAN",22.4
"JHARKHAND",1980,"JAN",13.6
"JHARKHAND",1981,"JAN",40.7
"JHARKHAND",1982,"JAN",8.4
"JHARKHAND",1983,"JAN",4.3
"JHARKHAND",1984,"JAN",33.4
"JHARKHAND",1985,"JAN",19.1
"JHARKHAND",1986,"JAN",6.9
"JHARKHAND",1987,"JAN",5.9
"JHARKHAND",1988,"JAN",3.1
"JHARKHAND",1989,"JAN",1.9
"JHARKHAND",1990,"JAN",0.8
"JHARKHAND",1991,"JAN",19.3
"JHARKHAND",1992,"JAN",2.3
"JHARKHAND",1993,"JAN",1.7
"JHARKHAND",1994,"JAN",17.7
"JHARKHAND",1995,"JAN",13.7
"JHARKHAND",1996,"JAN",17.1
"JHARKHAND",1997,"JAN",9.5
"JHARKHAND",1998,"JAN",76.3
"JHARKHAND",1999,"JAN",0.6
"JHARKHAND",2000,"JAN",3.6
"JHARKHAND",2001,"JAN",1.9
"JHARKHAND",2002,"JAN",9
"JHARKHAND",2003,"JAN",3.3
"JHARKHAND",2004,"JAN",5.5
"JHARKHAND",2005,"JAN",22.1
"JHARKHAND",2006,"JAN",0.3
"JHARKHAND",2007,"JAN",1.7
"JHARKHAND",2008,"JAN",19.4
"JHARKHAND",2009,"JAN",1.8
"JHARKHAND",2010,"JAN",0.2
"JHARKHAND",2011,"JAN",3.3
"JHARKHAND",2012,"JAN",34.6
"JHARKHAND",2013,"JAN",1.1
"JHARKHAND",2014,"JAN",9.9
"JHARKHAND",2015,"JAN",12.2
"BIHAR",1901,"JAN",51.8
"BIHAR",1902,"JAN",4.6
"BIHAR",1903,"JAN",5.3
"BIHAR",1904,"JAN",6.3
"BIHAR",1905,"JAN",16
"BIHAR",1906,"JAN",14.4
"BIHAR",1907,"JAN",1.3
"BIHAR",1908,"JAN",14.7
"BIHAR",1909,"JAN",7
"BIHAR",1910,"JAN",2.4
"BIHAR",1911,"JAN",9.4
"BIHAR",1912,"JAN",5.5
"BIHAR",1913,"JAN",0
"BIHAR",1914,"JAN",0.2
"BIHAR",1915,"JAN",8.2
"BIHAR",1916,"JAN",0.6
"BIHAR",1917,"JAN",2.7
"BIHAR",1918,"JAN",0.6
"BIHAR",1919,"JAN",40.2
"BIHAR",1920,"JAN",0
"BIHAR",1921,"JAN",26.8
"BIHAR",1922,"JAN",12.2
"BIHAR",1923,"JAN",1.3
"BIHAR",1924,"JAN",2.5
"BIHAR",1925,"JAN",7.7
"BIHAR",1926,"JAN",16.3
"BIHAR",1927,"JAN",24.2
"BIHAR",1928,"JAN",41.2
"BIHAR",1929,"JAN",51.6
"BIHAR",1930,"JAN",11.6
"BIHAR",1931,"JAN",1.3
"BIHAR",1932,"JAN",0
"BIHAR",1933,"JAN",28.3
"BIHAR",1934,"JAN",30.1
"BIHAR",1935,"JAN",21
"BIHAR",1936,"JAN",7.7
"BIHAR",1937,"JAN",0
"BIHAR",1938,"JAN",12.4
"BIHAR",1939,"JAN",5
"BIHAR",1940,"JAN",0.9
"BIHAR",1941,"JAN",16.2
"BIHAR",1942,"JAN",34.4
"BIHAR",1943,"JAN",34.7
"BIHAR",1944,"JAN",27.3
"BIHAR",1945,"JAN",50.7
"BIHAR",1946,"JAN",0
"BIHAR",1947,"JAN",5.6
"BIHAR",1948,"JAN",11.1
"BIHAR",1949,"JAN",16.5
"BIHAR",1950,"JAN",9.8
"BIHAR",1951,"JAN",7.3
"BIHAR",1952,"JAN",1.1
"BIHAR",1953,"JAN",29.7
"BIHAR",1954,"JAN",12.5
"BIHAR",1955,"JAN",20
"BIHAR",1956,"JAN",19.3
"BIHAR",1957,"JAN",75.2
"BIHAR",1958,"JAN",16
"BIHAR",1959,"JAN",81.2
"BIHAR",1960,"JAN",1.4
"BIHAR",1961,"JAN",11.7
"BIHAR",1962,"JAN",13
"BIHAR",1963,"JAN",3.4
"BIHAR",1964,"JAN",1.4
"BIHAR",1965,"JAN",0.4
"BIHAR",1966,"JAN",21.2
"BIHAR",1967,"JAN",0.2
"BIHAR",1968,"JAN",29.1
"BIHAR",1969,"JAN",5.2
"BIHAR",1970,"JAN",22.1
"BIHAR",1971,"JAN",17.3
"BIHAR",1972,"JAN",12.9
"BIHAR",1973,"JAN",22.9
"BIHAR",1974,"JAN",3.9
"BIHAR",1975,"JAN",9.1
"BIHAR",1976,"JAN",2.3
"BIHAR",1977,"JAN",5.3
"BIHAR",1978,"JAN",13.4
"BIHAR",1979,"JAN",23.4
"BIHAR",1980,"JAN",4.7
"BIHAR",1981,"JAN",31.3
"BIHAR",1982,"JAN",4.4
"BIHAR",1983,"JAN",13.1
"BIHAR",1984,"JAN",28.6
"BIHAR",1985,"JAN",8.8
"BIHAR",1986,"JAN",1.1
"BIHAR",1987,"JAN",0.7
"BIHAR",1988,"JAN",1.2
"BIHAR",1989,"JAN",8.9
"BIHAR",1990,"JAN",0.3
"BIHAR",1991,"JAN",14.5
"BIHAR",1992,"JAN",2.6
"BIHAR",1993,"JAN",9.4
"BIHAR",1994,"JAN",28.3
"BIHAR",1995,"JAN",6.8
"BIHAR",1996,"JAN",26
"BIHAR",1997,"JAN",10.5
"BIHAR",1998,"JAN",8.4
"BIHAR",1999,"JAN",0.1
"BIHAR",2000,"JAN",0.5
"BIHAR",2001,"JAN",1
"BIHAR",2002,"JAN",13.4
"BIHAR",2003,"JAN",13.2
"BIHAR",2004,"JAN",22.7
"BIHAR",2005,"JAN",13.9
"BIHAR",2006,"JAN",0.1
"BIHAR",2007,"JAN",0.2
"BIHAR",2008,"JAN",25.6
"BIHAR",2009,"JAN",0.3
"BIHAR",2010,"JAN",0.1
"BIHAR",2011,"JAN",4.2
"BIHAR",2012,"JAN",18.1
"BIHAR",2013,"JAN",5.1
"BIHAR",2014,"JAN",17
"BIHAR",2015,"JAN",12.8
"EAST UTTAR PRADESH",1901,"JAN",62.6
"EAST UTTAR PRADESH",1902,"JAN",6.1
"EAST UTTAR PRADESH",1903,"JAN",8.2
"EAST UTTAR PRADESH",1904,"JAN",7.3
"EAST UTTAR PRADESH",1905,"JAN",16.8
"EAST UTTAR PRADESH",1906,"JAN",5.7
"EAST UTTAR PRADESH",1907,"JAN",2.1
"EAST UTTAR PRADESH",1908,"JAN",19.2
"EAST UTTAR PRADESH",1909,"JAN",8.4
"EAST UTTAR PRADESH",1910,"JAN",4.4
"EAST UTTAR PRADESH",1911,"JAN",40.1
"EAST UTTAR PRADESH",1912,"JAN",16
"EAST UTTAR PRADESH",1913,"JAN",0.6
"EAST UTTAR PRADESH",1914,"JAN",1.3
"EAST UTTAR PRADESH",1915,"JAN",12.5
"EAST UTTAR PRADESH",1916,"JAN",0
"EAST UTTAR PRADESH",1917,"JAN",7.9
"EAST UTTAR PRADESH",1918,"JAN",0.6
